run_accession	experiment_title	sample_accession	project_name	submission_accession	library_min_fragment_size	bam_md5	assembly_software	library_prep_longitude	library_selection	pcr_isolation_protocol	chip_protocol	sequencing_primer_provider	serotype	environment_feature	last_updated	submitted_galaxy	extraction_protocol	germline	secondary_project	culture_collection	submission_tool	sra_bytes	read_strand	rna_purity_280_ratio	hi_c_protocol	collected_by	submitted_ftp	restriction_enzyme_target_sequence	isolate	fastq_bytes	instrument_platform	variety	sequencing_date_format	temperature	sra_aspera	ecotype	submitted_aspera	sampling_campaign	bam_ftp	tissue_lib	environmental_sample	control_experiment	sex	submitted_md5	checklist	fastq_galaxy	library_gen_protocol	specimen_voucher	library_prep_latitude	submitted_bytes	taxonomic_identity_marker	run_date	country	ncbi_reporting_standard	sample_description	sra_galaxy	sample_prep_interval	fastq_md5	secondary_study_accession	experimental_protocol	read_count	study_title	bio_material	rna_prep_5_protocol	host_body_site	local_environmental_context	assembly_quality	collection_date_end	sample_capture_status	sample_title	host_genotype	host_phenotype	environmental_medium	cultivar	instrument_model	faang_library_selection	target_gene	bam_bytes	library_max_fragment_size	experiment_target	sequencing_date	description	nominal_sdev	chip_ab_provider	environment_material	host_tax_id	sample_material	sample_storage_processing	sra_md5	cell_type	fastq_ftp	disease	sample_prep_interval_units	broker_name	sub_strain	base_count	library_strategy	restriction_site	serovar	investigation_type	location	library_source	sra_ftp	age	library_layout	experimental_factor	sequencing_primer_catalog	environment_biome	rna_purity_230_ratio	dnase_protocol	dev_stage	library_prep_date_format	bam_aspera	binning_software	datahub	rna_integrity_num	library_prep_date	location_start	marine_region	aligned	file_location	sample_collection	chip_target	nominal_length	broad_scale_environmental_context	sequencing_location	status	completeness_score	lon	fastq_aspera	tax_lineage	host_sex	library_pcr_isolation_protocol	sample_alias	mating_type	collection_date_start	sub_species	contamination_score	run_alias	restriction_enzyme	depth	submitted_read_type	library_construction_protocol	host_growth_conditions	collection_date	experiment_alias	host_gravidity	center_name	identified_by	cell_line	sampling_site	host	library_name	tag	first_created	lat	strain	experiment_accession	scientific_name	host_status	tax_id	study_accession	submitted_format	submitted_host_sex	bisulfite_protocol	altitude	rt_prep_protocol	host_scientific_name	bam_galaxy	accession	secondary_sample_accession	sample_storage	cage_protocol	sampling_platform	taxonomic_classification	location_end	protocol_label	elevation	salinity	sequencing_method	sequencing_primer_lot	first_public	transposase_protocol	study_alias	library_prep_location	rna_prep_3_protocol	ph	sequencing_longitude	tissue_type	isolation_source
SRR31271399	Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521216	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							25832643							AAB1610824	8516588;13431315	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/099/SRR31271399/SRR31271399											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/099/SRR31271399/SRR31271399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/099/SRR31271399/SRR31271399_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/099/SRR31271399/SRR31271399		ac285540d2aa7409302c5b099b5f269b;81efd3e21e509251affd3f7071f3ab4c	SRP543826		166944	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		2 strain mixture control of V1S U659 : 60 40%			Dried blood on filter paper		Illumina MiSeq							Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			1b7d18b76594c5832f74f8020db5d003		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/099/SRR31271399/SRR31271399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/099/SRR31271399/SRR31271399_2.fastq.gz					50417088	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/099/SRR31271399/SRR31271399		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/099/SRR31271399/SRR31271399_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/099/SRR31271399/SRR31271399_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			AAB1610824_S95_L001		2017-01-01			AAB1610824_S95_L001_pairs_R1.fastq.gz						2017	CISM1-1		SUB14852943				Homo sapiens	CISM1-1	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8	V1S U659 : 60 40%	SRX26650690	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271399	SRS23144541					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271400	NextSeq 500 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521215	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							41302164							4051125755	15764085;17443619	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/000/SRR31271400/SRR31271400											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/000/SRR31271400/SRR31271400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/000/SRR31271400/SRR31271400_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/000/SRR31271400/SRR31271400		ede5af17137918401b70b5f243518e31;319673197f158b52edbdec43d397ec6e	SRP543826		458997	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		2 strain mixture control of V1S FCR3 : 40 60%			Dried blood on filter paper		NextSeq 500							NextSeq 500 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			ca73c2342e0cd97020f5daa05aeb3152		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/000/SRR31271400/SRR31271400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/000/SRR31271400/SRR31271400_2.fastq.gz					134027124	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/000/SRR31271400/SRR31271400		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/000/SRR31271400/SRR31271400_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/000/SRR31271400/SRR31271400_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			PARAV3_ENV_61722_sampledb_4051125755_DS3-DC5_1K_PV4C1_A52_S612		2017-01-01			PARAV3_ENV_61722_sampledb_4051125755_DS3-DC5_1K_PV4C1_A52_S612_pairs_R1.fastq.gz						2017	AAD1017ZANZ38		SUB14852943				Homo sapiens	AAD1017ZANZ38	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8	V1S FCR3 : 40 60%	SRX26650689	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271400	SRS23144540					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271401	NextSeq 500 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521214	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							55469895							4051125717	21140287;24596779	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/001/SRR31271401/SRR31271401											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/001/SRR31271401/SRR31271401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/001/SRR31271401/SRR31271401_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/001/SRR31271401/SRR31271401		fc51b89f2920558cd903871824d8bcd3;584ce71e56637dc2fc2843060e474bee	SRP543826		612824	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		2 strain mixture control of W2 D10 : 90 10%			Dried blood on filter paper		NextSeq 500							NextSeq 500 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			da45185f403da1f049b92556f69da72e		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/001/SRR31271401/SRR31271401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/001/SRR31271401/SRR31271401_2.fastq.gz					178944608	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/001/SRR31271401/SRR31271401		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/001/SRR31271401/SRR31271401_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/001/SRR31271401/SRR31271401_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			PARAV3_ENV_61722_sampledb_4051125717_DS4-DC8_1K_PV4C1_A52_S603		2017-01-01			PARAV3_ENV_61722_sampledb_4051125717_DS4-DC8_1K_PV4C1_A52_S603_pairs_R1.fastq.gz						2017	AAD1017ZANZ37		SUB14852943				Homo sapiens	AAD1017ZANZ37	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8	W2 D10 : 90 10%	SRX26650688	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271401	SRS23144538					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271402	NextSeq 500 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521213	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							32100997							4051125687	12868122;14057797	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/002/SRR31271402/SRR31271402											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/002/SRR31271402/SRR31271402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/002/SRR31271402/SRR31271402_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/002/SRR31271402/SRR31271402		11e15c34250dcd823b475f0a2055af47;fb35f54aefa7222a324abbb476ac37a5	SRP543826		361909	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		2 strain mixture control of W2 D10 : 95 5%			Dried blood on filter paper		NextSeq 500							NextSeq 500 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			0a0648c98ab9ab648cec2a8b7720ffb8		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/002/SRR31271402/SRR31271402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/002/SRR31271402/SRR31271402_2.fastq.gz					105677428	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/002/SRR31271402/SRR31271402		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/002/SRR31271402/SRR31271402_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/002/SRR31271402/SRR31271402_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			PARAV3_ENV_61722_sampledb_4051125687_DS4-DC9_100_PV4C1_A52_S640		2017-01-01			PARAV3_ENV_61722_sampledb_4051125687_DS4-DC9_100_PV4C1_A52_S640_pairs_R1.fastq.gz						2017	AAD1017ZANZ36		SUB14852943				Homo sapiens	AAD1017ZANZ36	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8	W2 D10 : 95 5%	SRX26650687	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271402	SRS23144539					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271403	NextSeq 500 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521212	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							67466897							4051125663	25798937;29533199	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/003/SRR31271403/SRR31271403											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/003/SRR31271403/SRR31271403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/003/SRR31271403/SRR31271403_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/003/SRR31271403/SRR31271403		14b7d16094340f2fae4a46538cda1a63;7f7dbd487ebd8064bd3f01046fa7c1bf	SRP543826		746584	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		2 strain mixture control of W2 D10 : 1 99%			Dried blood on filter paper		NextSeq 500							NextSeq 500 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			2becfd94b9de1c9e54f2a7878264f0d3		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/003/SRR31271403/SRR31271403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/003/SRR31271403/SRR31271403_2.fastq.gz					218002528	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/003/SRR31271403/SRR31271403		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/003/SRR31271403/SRR31271403_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/003/SRR31271403/SRR31271403_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			PARAV3_ENV_61722_sampledb_4051125663_DS4-DC1_1K_PV4C1_A52_S596		2017-01-01			PARAV3_ENV_61722_sampledb_4051125663_DS4-DC1_1K_PV4C1_A52_S596_pairs_R1.fastq.gz						2017	AAD1017ZANZ35		SUB14852943				Homo sapiens	AAD1017ZANZ35	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8	W2 D10 : 1 99%	SRX26650686	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271403	SRS23144537					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271404	NextSeq 500 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521211	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							54413484							4051125652	20021093;23357681	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/004/SRR31271404/SRR31271404											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/004/SRR31271404/SRR31271404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/004/SRR31271404/SRR31271404_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/004/SRR31271404/SRR31271404		caa0e80e636657bafd158db894a32c68;afa3f9e4421df05c65b220431c29d54c	SRP543826		580902	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		2 strain mixture control of V1S FCR3 : 5 95%			Dried blood on filter paper		NextSeq 500							NextSeq 500 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			d2f819340a11292fc8bf59d167748d2d		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/004/SRR31271404/SRR31271404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/004/SRR31271404/SRR31271404_2.fastq.gz					169623384	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/004/SRR31271404/SRR31271404		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/004/SRR31271404/SRR31271404_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/004/SRR31271404/SRR31271404_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			PARAV3_ENV_61722_sampledb_4051125652_DS3-DC3_1K_PV4C1_A52_S610		2017-01-01			PARAV3_ENV_61722_sampledb_4051125652_DS3-DC3_1K_PV4C1_A52_S610_pairs_R1.fastq.gz						2017	AAD1017ZANZ34		SUB14852943				Homo sapiens	AAD1017ZANZ34	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8	V1S FCR3 : 5 95%	SRX26650685	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271404	SRS23144536					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271405	Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control from mosquito midgut	SAMN44521410	Plasmodium	SRA2010156					PCR					mosquito midgut	2024-11-09							159167850							G006	57163144;60932078	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/005/SRR31271405/SRR31271405											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/005/SRR31271405/SRR31271405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/005/SRR31271405/SRR31271405_2.fastq.gz							Uganda: Busia	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/005/SRR31271405/SRR31271405		ff1c04664f6695ed0fc57282fb5484b4;7b09b20a30819b8d4a84ec2f52d25691	SRP543826		1798835	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				mosquito midgut		2018-05-28		parasites in infected midgut number 8 from membrane feeding experiment done with patient G006 2 oocysts			mosquito midgut		Illumina MiSeq							Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control from mosquito midgut			mosquito midgut	7165			bc7cc380020b110fa0d97554f3e648b8		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/005/SRR31271405/SRR31271405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/005/SRR31271405/SRR31271405_2.fastq.gz					528857490	AMPLICON				0.41318807 N 34.03505576 E	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/005/SRR31271405/SRR31271405		PAIRED			Human blood										0.41318807 N 34.03505576 E							Human blood		public		34.03505576	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/005/SRR31271405/SRR31271405_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/005/SRR31271405/SRR31271405_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			G006M08		2018-05-27			PARAV3-MH09-20230501-8034569196-15cycles-A52_S101_L001_pairs_R1.fastq.gz						2018-05-28	midguts2		SUB14852943				Anopheles gambiae	midguts2	env_geo;env_geo:terrestrial;env_geo:freshwater;pathogen;pathogen:protozoan	2024-11-09	0.41318807		SRX26650683	Plasmodium falciparum		5833	PRJNA1180199						Anopheles gambiae		SRR31271405	SRS23144534					0.41318807 N 34.03505576 E						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271406	Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control from mosquito midgut	SAMN44521409	Plasmodium	SRA2010156					PCR					mosquito midgut	2024-11-09							376229954							G004	141585145;150344006	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/006/SRR31271406/SRR31271406											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/006/SRR31271406/SRR31271406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/006/SRR31271406/SRR31271406_2.fastq.gz							Uganda: Busia	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/006/SRR31271406/SRR31271406		19afd7b7370fd383944bb4660086ec35;ef30f5fd115dd6b3d05849ef1a41bbf9	SRP543826		4491842	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				mosquito midgut		2018-05-16		parasites in infected midgut number 2 from membrane feeding experiment done with patient G004 4 oocysts			mosquito midgut		Illumina MiSeq							Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control from mosquito midgut			mosquito midgut	7165			f9a44e44c8198666c603fe7db71627c1		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/006/SRR31271406/SRR31271406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/006/SRR31271406/SRR31271406_2.fastq.gz					1320601548	AMPLICON				0.41318807 N 34.03505576 E	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/006/SRR31271406/SRR31271406		PAIRED			Human blood										0.41318807 N 34.03505576 E							Human blood		public		34.03505576	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/006/SRR31271406/SRR31271406_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/006/SRR31271406/SRR31271406_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			G004M02		2018-05-15			PARAV3-MH09-20230501-8034569868-15cycles-A52_S103_L001_pairs_R1.fastq.gz						2018-05-16	midguts1		SUB14852943				Anopheles gambiae	midguts1	env_geo;env_geo:terrestrial;env_geo:freshwater;pathogen;pathogen:protozoan	2024-11-09	0.41318807		SRX26650682	Plasmodium falciparum		5833	PRJNA1180199						Anopheles gambiae		SRR31271406	SRS23144533					0.41318807 N 34.03505576 E						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271407	NextSeq 500 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521201	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							38882710							4051125510	14583258;16805454	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/007/SRR31271407/SRR31271407											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/007/SRR31271407/SRR31271407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/007/SRR31271407/SRR31271407_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/007/SRR31271407/SRR31271407		5d61afcae986bfb6809af6e3c18d7dae;2e7b776840358ae5f37d5eecebea236e	SRP543826		421436	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		2 strain mixture control of HB3 D6 : 98 2%			Dried blood on filter paper		NextSeq 500							NextSeq 500 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			fc353777f5c3587cb454ef45921d347b		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/007/SRR31271407/SRR31271407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/007/SRR31271407/SRR31271407_2.fastq.gz					123059312	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/007/SRR31271407/SRR31271407		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/007/SRR31271407/SRR31271407_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/007/SRR31271407/SRR31271407_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			PARAV3_ENV_61722_sampledb_4051125510_DS6-DC10_1K_PV4C1_A52_S593		2017-01-01			PARAV3_ENV_61722_sampledb_4051125510_DS6-DC10_1K_PV4C1_A52_S593_pairs_R1.fastq.gz						2017	AAD1017ZANZ24		SUB14852943				Homo sapiens	AAD1017ZANZ24	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8	HB3 D6 : 98 2%	SRX26650681	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271407	SRS23144532					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271408	NextSeq 2000 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521406	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							15876433							138;3D7	6279323;6875631	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/008/SRR31271408/SRR31271408											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/008/SRR31271408/SRR31271408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/008/SRR31271408/SRR31271408_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/008/SRR31271408/SRR31271408		762dabe143ff5d6c10df672054481ce2;e81a8b805ebd502b3ff53eae3bbb8770	SRP543826		214182	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		monoclonal 3D7 control			Dried blood on filter paper		NextSeq 2000							NextSeq 2000 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			6aa7c05c4818db58c41fdfc884482ed7		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/008/SRR31271408/SRR31271408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/008/SRR31271408/SRR31271408_2.fastq.gz					64181469	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/008/SRR31271408/SRR31271408		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/008/SRR31271408/SRR31271408_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/008/SRR31271408/SRR31271408_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833;36329			N3D710kc_S248_ISG3		2017-01-01			N3D710kc_S248_ISG3_pairs_R1.fastq.gz						2017	ISG3-18		SUB14852943				Homo sapiens	ISG3-18	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8		SRX26650680	Plasmodium falciparum 3D7		36329	PRJNA1180199						Homo sapiens		SRR31271408	SRS23144531					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
